query,model_name,performance,embedding_id
Why is cache layer throwing TypeError?,balanced,0.9404,479
Why is cache layer throwing TypeError?,powerful,0.5125,479
Fix this error: Invalid JSON,fast,0.6133,270
Fix this error: Invalid JSON,balanced,0.8881,270
Fix this error: Invalid JSON,powerful,0.7146,270
Create an endpoint for tasks,fast,0.5573,344
Create an endpoint for tasks,balanced,0.8905,344
Create an endpoint for tasks,powerful,0.6301,344
Explain the difference between {a} and {b},fast,0.718,303
Explain the difference between {a} and {b},balanced,0.9307,303
Explain the difference between {a} and {b},powerful,0.6432,303
Resolve the merge conflict in .env,fast,0.637,330
Resolve the merge conflict in .env,balanced,0.9725,330
Resolve the merge conflict in .env,powerful,0.7237,330
How does authentication handle {scenario}?,fast,0.7019,496
How does authentication handle {scenario}?,balanced,0.8754,496
How does authentication handle {scenario}?,powerful,0.6781,496
Create a helper function to parse JSON,fast,0.5673,232
Create a helper function to parse JSON,balanced,0.9518,232
Create a helper function to parse JSON,powerful,0.6335,232
Add integration tests for /api/memories,fast,0.6808,323
Add integration tests for /api/memories,balanced,0.8699,323
Add integration tests for /api/memories,powerful,0.733,323
Walk me through the {process},fast,0.6967,250
Walk me through the {process},balanced,0.8923,250
Walk me through the {process},powerful,0.5429,250
Explain this error: ValidationError,fast,0.7033,556
Explain this error: ValidationError,balanced,0.9151,556
Explain this error: ValidationError,powerful,0.7237,556
Move router to utils/,fast,0.5121,347
Move router to utils/,balanced,0.8703,347
Move router to utils/,powerful,0.5331,347
Update the plan to include write tests,fast,0.6435,258
Update the plan to include write tests,balanced,0.8863,258
Update the plan to include write tests,powerful,0.5614,258
Resolve the merge conflict in requirements.txt,fast,0.5275,610
Resolve the merge conflict in requirements.txt,balanced,0.8823,610
Resolve the merge conflict in requirements.txt,powerful,0.66,610
Write tests for memory system,fast,0.7457,284
Write tests for memory system,balanced,0.8677,284
Write tests for memory system,powerful,0.5718,284
Update the Docker image for the database,fast,0.6694,513
Update the Docker image for the database,balanced,0.9014,513
Update the Docker image for the database,powerful,0.6354,513
Split this file into smaller modules,fast,0.7222,239
Split this file into smaller modules,balanced,0.9107,239
Split this file into smaller modules,powerful,0.6618,239
Scale docker to 10 instances,fast,0.6879,611
Scale docker to 10 instances,balanced,0.9181,611
Scale docker to 10 instances,powerful,0.6019,611
Restart the the database service,fast,0.5316,359
Restart the the database service,balanced,0.8547,359
Restart the the database service,powerful,0.5184,359
Add a new route for ./services,fast,0.5289,332
Add a new route for ./services,balanced,0.9675,332
Add a new route for ./services,powerful,0.5956,332
Implement pagination for /api/memories,fast,0.506,236
Implement pagination for /api/memories,balanced,0.9133,236
Implement pagination for /api/memories,powerful,0.6876,236
Explain how websocket handler works,fast,0.6938,570
Explain how websocket handler works,balanced,0.9475,570
Explain how websocket handler works,powerful,0.6125,570
Show me the current plan,fast,0.6976,348
Show me the current plan,balanced,0.9474,348
Show me the current plan,powerful,0.6623,348
Implement pagination for /api/agents,fast,0.5611,324
Implement pagination for /api/agents,balanced,0.8521,324
Implement pagination for /api/agents,powerful,0.5568,324
Write a README for API v2,fast,0.6217,431
Write a README for API v2,balanced,0.9106,431
Write a README for API v2,powerful,0.6163,431
Create a branch for logging,fast,0.5326,547
Create a branch for logging,balanced,0.9748,547
Create a branch for logging,powerful,0.5613,547
"TypeError in validate_input, what's wrong?",fast,0.7307,593
"TypeError in validate_input, what's wrong?",balanced,0.8884,593
"TypeError in validate_input, what's wrong?",powerful,0.5133,593
Add integration tests for /api/agents,fast,0.7218,316
Add integration tests for /api/agents,balanced,0.9634,316
Add integration tests for /api/agents,powerful,0.5195,316
Add a new field to the Task model,fast,0.7053,439
Add a new field to the Task model,balanced,0.9217,439
Add a new field to the Task model,powerful,0.5101,439
Mock database in the tests,fast,0.5881,385
Mock database in the tests,balanced,0.8752,385
Mock database in the tests,powerful,0.7305,385
Merge main into main,fast,0.5365,285
Merge main into main,balanced,0.9424,285
Merge main into main,powerful,0.5674,285
Write a tree class,fast,0.5547,526
Write a tree class,balanced,0.9177,526
Write a tree class,powerful,0.506,526
Split this file into smaller modules,fast,0.5835,239
Split this file into smaller modules,balanced,0.9297,239
Split this file into smaller modules,powerful,0.5867,239
Query sessions where created_at > now() - interval '1 day',fast,0.5127,276
Query sessions where created_at > now() - interval '1 day',balanced,0.9172,276
Query sessions where created_at > now() - interval '1 day',powerful,0.5308,276
Write a README for API v2,fast,0.6084,431
Write a README for API v2,balanced,0.9168,431
Write a README for API v2,powerful,0.6666,431
What do you remember about database schema?,fast,0.6872,501
What do you remember about database schema?,balanced,0.9158,501
What do you remember about database schema?,powerful,0.7497,501
Commit these changes with a good message,fast,0.7332,234
Commit these changes with a good message,balanced,0.8991,234
Commit these changes with a good message,powerful,0.6652,234
Write a README for infrastructure migration,fast,0.6806,340
Write a README for infrastructure migration,balanced,0.8847,340
Write a README for infrastructure migration,powerful,0.5356,340
Squash the last 2 commits,fast,0.6542,416
Squash the last 2 commits,balanced,0.8858,416
Squash the last 2 commits,powerful,0.5551,416
Write tests for task queue,fast,0.503,507
Write tests for task queue,balanced,0.8673,507
Write tests for task queue,powerful,0.6046,507
Rebase my branch on main,fast,0.6044,328
Rebase my branch on main,balanced,0.9574,328
Rebase my branch on main,powerful,0.5379,328
What do you remember about database schema?,fast,0.5638,501
What do you remember about database schema?,balanced,0.9691,501
What do you remember about database schema?,powerful,0.5001,501
Create a helper function to validate input,fast,0.7147,313
Create a helper function to validate input,balanced,0.8845,313
Create a helper function to validate input,powerful,0.6207,313
Create a helper function to validate input,fast,0.6171,313
Create a helper function to validate input,balanced,0.9776,313
Create a helper function to validate input,powerful,0.7312,313
Deploy to production,fast,0.52,375
Deploy to production,balanced,0.9097,375
Deploy to production,powerful,0.7249,375
Mark step 5 as complete,fast,0.7126,553
Mark step 5 as complete,balanced,0.9742,553
Mark step 5 as complete,powerful,0.5645,553
Search memory for performance optimizations,fast,0.7223,281
Search memory for performance optimizations,balanced,0.9559,281
Search memory for performance optimizations,powerful,0.5826,281
Query tasks where status = 'active',fast,0.6669,598
Query tasks where status = 'active',balanced,0.9586,598
Query tasks where status = 'active',powerful,0.6474,598
Create an endpoint for agents,fast,0.6946,412
Create an endpoint for agents,balanced,0.8819,412
Create an endpoint for agents,powerful,0.7037,412
Document the gRPC service endpoint,fast,0.568,363
Document the gRPC service endpoint,balanced,0.9722,363
Document the gRPC service endpoint,powerful,0.5751,363
Split this file into smaller modules,fast,0.5128,239
Split this file into smaller modules,balanced,0.9269,239
Split this file into smaller modules,powerful,0.7004,239
Why do we use factory here?,fast,0.706,585
Why do we use factory here?,balanced,0.9222,585
Why do we use factory here?,powerful,0.7111,585
What does this code do: async function fetch() {},fast,0.6161,298
What does this code do: async function fetch() {},balanced,0.8699,298
What does this code do: async function fetch() {},powerful,0.5246,298
/remember max file size is 10MB,fast,0.5907,238
/remember max file size is 10MB,balanced,0.9465,238
/remember max file size is 10MB,powerful,0.6048,238
Join orders with orders on created_at,fast,0.5406,382
Join orders with orders on created_at,balanced,0.9126,382
Join orders with orders on created_at,powerful,0.7321,382
Create a helper function to retry failed requests,fast,0.7315,322
Create a helper function to retry failed requests,balanced,0.8574,322
Create a helper function to retry failed requests,powerful,0.6015,322
Document the GraphQL endpoint,fast,0.6036,288
Document the GraphQL endpoint,balanced,0.9772,288
Document the GraphQL endpoint,powerful,0.5834,288
Add a new route for /app/src,fast,0.577,320
Add a new route for /app/src,balanced,0.9132,320
Add a new route for /app/src,powerful,0.7494,320
Move auth service to utils/,fast,0.6013,293
Move auth service to utils/,balanced,0.9604,293
Move auth service to utils/,powerful,0.5716,293
Mark step 3 as complete,fast,0.584,333
Mark step 3 as complete,balanced,0.9277,333
Mark step 3 as complete,powerful,0.6484,333
Fix this error: Cannot read property of undefined,fast,0.5205,252
Fix this error: Cannot read property of undefined,balanced,0.9535,252
Fix this error: Cannot read property of undefined,powerful,0.5021,252
/remember deploy on Fridays is disabled,fast,0.6232,345
/remember deploy on Fridays is disabled,balanced,0.862,345
/remember deploy on Fridays is disabled,powerful,0.7425,345
Commit these changes with a good message,fast,0.748,234
Commit these changes with a good message,balanced,0.8503,234
Commit these changes with a good message,powerful,0.5444,234
"The /api/memories returns 500, help me debug",fast,0.7459,379
"The /api/memories returns 500, help me debug",balanced,0.8977,379
"The /api/memories returns 500, help me debug",powerful,0.6714,379
Configure supervisor for production,fast,0.5413,612
Configure supervisor for production,balanced,0.8903,612
Configure supervisor for production,powerful,0.525,612
/plan view plan-123,fast,0.747,319
/plan view plan-123,balanced,0.9299,319
/plan view plan-123,powerful,0.7054,319
Rebase my branch on main,fast,0.6974,328
Rebase my branch on main,balanced,0.9666,328
Rebase my branch on main,powerful,0.706,328
Fix the flaky test in test_api.py,fast,0.5668,260
Fix the flaky test in test_api.py,balanced,0.8879,260
Fix the flaky test in test_api.py,powerful,0.7092,260
Write a migration script to format dates,fast,0.5711,505
Write a migration script to format dates,balanced,0.8584,505
Write a migration script to format dates,powerful,0.6515,505
What's the purpose of api?,fast,0.6609,243
What's the purpose of api?,balanced,0.941,243
What's the purpose of api?,powerful,0.524,243
Update the plan to include add error handling,fast,0.6723,446
Update the plan to include add error handling,balanced,0.8542,446
Update the plan to include add error handling,powerful,0.713,446
Create a PR for this feature,fast,0.6737,242
Create a PR for this feature,balanced,0.9553,242
Create a PR for this feature,powerful,0.5897,242
Check the logs for redis,fast,0.5734,336
Check the logs for redis,balanced,0.9417,336
Check the logs for redis,powerful,0.6003,336
How does rate limiting handle {scenario}?,fast,0.6666,566
How does rate limiting handle {scenario}?,balanced,0.8774,566
How does rate limiting handle {scenario}?,powerful,0.6153,566
Commit these changes with a good message,fast,0.5092,234
Commit these changes with a good message,balanced,0.8576,234
Commit these changes with a good message,powerful,0.7188,234
"TypeError in process_request, what's wrong?",fast,0.7496,273
"TypeError in process_request, what's wrong?",balanced,0.8664,273
"TypeError in process_request, what's wrong?",powerful,0.6807,273
Write a SQL query to retry failed requests,fast,0.6719,414
Write a SQL query to retry failed requests,balanced,0.9253,414
Write a SQL query to retry failed requests,powerful,0.6797,414
Document the gRPC service endpoint,fast,0.5307,363
Document the gRPC service endpoint,balanced,0.9338,363
Document the gRPC service endpoint,powerful,0.7356,363
What do you remember about database schema?,fast,0.6469,501
What do you remember about database schema?,balanced,0.9719,501
What do you remember about database schema?,powerful,0.5524,501
Create a test fixture for User,fast,0.5911,557
Create a test fixture for User,balanced,0.9008,557
Create a test fixture for User,powerful,0.5863,557
Implement error handling for process_request,fast,0.7103,489
Implement error handling for process_request,balanced,0.9545,489
Implement error handling for process_request,powerful,0.5974,489
Deploy to testing,fast,0.6646,568
Deploy to testing,balanced,0.9017,568
Deploy to testing,powerful,0.6773,568
Query logs where status = 'active',fast,0.7039,608
Query logs where status = 'active',balanced,0.9469,608
Query logs where status = 'active',powerful,0.6768,608
Create a database migration for rename email to email_address,fast,0.717,559
Create a database migration for rename email to email_address,balanced,0.8739,559
Create a database migration for rename email to email_address,powerful,0.7173,559
Merge feature/auth into develop,fast,0.5233,357
Merge feature/auth into develop,balanced,0.9638,357
Merge feature/auth into develop,powerful,0.5836,357
Write tests for router,fast,0.56,458
Write tests for router,balanced,0.9285,458
Write tests for router,powerful,0.7393,458
Squash the last 3 commits,fast,0.6045,447
Squash the last 3 commits,balanced,0.9502,447
Squash the last 3 commits,powerful,0.6579,447
Add log_level to the config,fast,0.5933,522
Add log_level to the config,balanced,0.8504,522
Add log_level to the config,powerful,0.6207,522
Restart the postgres service,fast,0.5528,532
Restart the postgres service,balanced,0.8932,532
Restart the postgres service,powerful,0.6647,532
Restart the nginx service,fast,0.6327,425
Restart the nginx service,balanced,0.9656,425
Restart the nginx service,powerful,0.7484,425
Mark step 3 as complete,fast,0.6087,333
Mark step 3 as complete,balanced,0.9735,333
Mark step 3 as complete,powerful,0.7001,333
Write unit tests for validate_input,fast,0.6477,470
Write unit tests for validate_input,balanced,0.8877,470
Write unit tests for validate_input,powerful,0.7492,470
Write unit tests for process_request,fast,0.5711,486
Write unit tests for process_request,balanced,0.8523,486
Write unit tests for process_request,powerful,0.6473,486
Create a helper function to cache results,fast,0.7074,360
Create a helper function to cache results,balanced,0.9042,360
Create a helper function to cache results,powerful,0.6159,360
Update the plan to include update documentation,fast,0.5577,351
Update the plan to include update documentation,balanced,0.891,351
Update the plan to include update documentation,powerful,0.6477,351
Add comments explaining the caching layer,fast,0.5751,246
Add comments explaining the caching layer,balanced,0.9348,246
Add comments explaining the caching layer,powerful,0.5097,246
Explain the difference between {a} and {b},fast,0.6671,303
Explain the difference between {a} and {b},balanced,0.9253,303
Explain the difference between {a} and {b},powerful,0.5987,303
Write a function to format dates,fast,0.5573,591
Write a function to format dates,balanced,0.8788,591
Write a function to format dates,powerful,0.7054,591
How does logging handle {scenario}?,fast,0.5006,544
How does logging handle {scenario}?,balanced,0.8562,544
How does logging handle {scenario}?,powerful,0.519,544
Create an endpoint for agents,fast,0.7036,412
Create an endpoint for agents,balanced,0.9211,412
Create an endpoint for agents,powerful,0.6042,412
Restart the nginx service,fast,0.6922,425
Restart the nginx service,balanced,0.9362,425
Restart the nginx service,powerful,0.6242,425
/plan view plan-123,fast,0.6335,319
/plan view plan-123,balanced,0.9218,319
/plan view plan-123,powerful,0.6949,319
How does logging handle {scenario}?,fast,0.6402,544
How does logging handle {scenario}?,balanced,0.8927,544
How does logging handle {scenario}?,powerful,0.6363,544
Squash the last 2 commits,fast,0.6713,416
Squash the last 2 commits,balanced,0.8604,416
Squash the last 2 commits,powerful,0.6617,416
Mock database in the tests,fast,0.5249,385
Mock database in the tests,balanced,0.971,385
Mock database in the tests,powerful,0.6828,385
Merge feature/auth into staging,fast,0.5643,613
Merge feature/auth into staging,balanced,0.871,613
Merge feature/auth into staging,powerful,0.6066,613
Create a PR for this feature,fast,0.5904,242
Create a PR for this feature,balanced,0.9495,242
Create a PR for this feature,powerful,0.5722,242
/remember max file size is 10MB,fast,0.6372,238
/remember max file size is 10MB,balanced,0.8589,238
/remember max file size is 10MB,powerful,0.7457,238
Find the bug in this code: if (user) { return user.name },fast,0.7384,267
Find the bug in this code: if (user) { return user.name },balanced,0.8586,267
Find the bug in this code: if (user) { return user.name },powerful,0.6926,267
Explain this error: TypeError,fast,0.5283,567
Explain this error: TypeError,balanced,0.9087,567
Explain this error: TypeError,powerful,0.5304,567
Add a health check to postgres,fast,0.6277,395
Add a health check to postgres,balanced,0.9126,395
Add a health check to postgres,powerful,0.6536,395
Fix this error: Invalid JSON,fast,0.6973,270
Fix this error: Invalid JSON,balanced,0.8959,270
Fix this error: Invalid JSON,powerful,0.597,270
Rebase my branch on main,fast,0.6363,328
Rebase my branch on main,balanced,0.8825,328
Rebase my branch on main,powerful,0.5046,328
Why is memory system throwing TypeError?,fast,0.5365,614
Why is memory system throwing TypeError?,balanced,0.8708,614
Why is memory system throwing TypeError?,powerful,0.7038,614
Add a health check to worker,fast,0.6197,422
Add a health check to worker,balanced,0.9702,422
Add a health check to worker,powerful,0.6579,422
Write a linked list class,fast,0.7134,500
Write a linked list class,balanced,0.953,500
Write a linked list class,powerful,0.6081,500
Check the logs for postgres,fast,0.5531,451
Check the logs for postgres,balanced,0.8747,451
Check the logs for postgres,powerful,0.6594,451
Show me the current plan,fast,0.6869,348
Show me the current plan,balanced,0.8587,348
Show me the current plan,powerful,0.7483,348
Explain the difference between {a} and {b},fast,0.7086,303
Explain the difference between {a} and {b},balanced,0.9714,303
Explain the difference between {a} and {b},powerful,0.6952,303
Search memory for authentication issues,fast,0.5968,464
Search memory for authentication issues,balanced,0.9335,464
Search memory for authentication issues,powerful,0.5498,464
Write tests for memory system,fast,0.6132,284
Write tests for memory system,balanced,0.8505,284
Write tests for memory system,powerful,0.5889,284
Add a new route for ./services,fast,0.6039,332
Add a new route for ./services,balanced,0.9589,332
Add a new route for ./services,powerful,0.7424,332
Add integration tests for /api/users,fast,0.5335,542
Add integration tests for /api/users,balanced,0.8625,542
Add integration tests for /api/users,powerful,0.6301,542
This test is failing: test_database_connection,fast,0.5339,366
This test is failing: test_database_connection,balanced,0.9143,366
This test is failing: test_database_connection,powerful,0.749,366
Add timeout to the config,fast,0.6562,509
Add timeout to the config,balanced,0.8542,509
Add timeout to the config,powerful,0.7088,509
Create a database migration for add index on user_id,fast,0.578,423
Create a database migration for add index on user_id,balanced,0.9569,423
Create a database migration for add index on user_id,powerful,0.5734,423
Help me fix this bug in config.yaml,fast,0.7348,429
Help me fix this bug in config.yaml,balanced,0.9364,429
Help me fix this bug in config.yaml,powerful,0.7496,429
What's the purpose of utils?,fast,0.7498,562
What's the purpose of utils?,balanced,0.8865,562
What's the purpose of utils?,powerful,0.7124,562
Write a migration script to format dates,fast,0.5909,505
Write a migration script to format dates,balanced,0.9148,505
Write a migration script to format dates,powerful,0.6847,505
Add type hints to process_request,fast,0.5065,388
Add type hints to process_request,balanced,0.8871,388
Add type hints to process_request,powerful,0.5462,388
Why is router throwing ValidationError?,fast,0.6507,615
Why is router throwing ValidationError?,balanced,0.9607,615
Why is router throwing ValidationError?,powerful,0.5906,615
Debug this issue: validates schemas,fast,0.692,548
Debug this issue: validates schemas,balanced,0.8914,548
Debug this issue: validates schemas,powerful,0.5309,548
/plan list,fast,0.5531,249
/plan list,balanced,0.954,249
/plan list,powerful,0.5579,249
Create an endpoint for memories,fast,0.7104,573
Create an endpoint for memories,balanced,0.9215,573
Create an endpoint for memories,powerful,0.6353,573
Fix this error: Invalid JSON,fast,0.7266,270
Fix this error: Invalid JSON,balanced,0.9355,270
Fix this error: Invalid JSON,powerful,0.5251,270
Split this file into smaller modules,fast,0.6881,239
Split this file into smaller modules,balanced,0.8553,239
Split this file into smaller modules,powerful,0.7297,239
Convert this callback to async/await,fast,0.5232,228
Convert this callback to async/await,balanced,0.8933,228
Convert this callback to async/await,powerful,0.6853,228
"The /api/users returns 500, help me debug",fast,0.5236,291
"The /api/users returns 500, help me debug",balanced,0.9728,291
"The /api/users returns 500, help me debug",powerful,0.501,291
Mock database in the tests,fast,0.6173,385
Mock database in the tests,balanced,0.8969,385
Mock database in the tests,powerful,0.6355,385
What's the purpose of api?,fast,0.6477,243
What's the purpose of api?,balanced,0.923,243
What's the purpose of api?,powerful,0.6985,243
Fix this error: Invalid JSON,fast,0.5421,270
Fix this error: Invalid JSON,balanced,0.9343,270
Fix this error: Invalid JSON,powerful,0.6423,270
Help me fix this bug in requirements.txt,fast,0.7031,399
Help me fix this bug in requirements.txt,balanced,0.9111,399
Help me fix this bug in requirements.txt,powerful,0.6822,399
Why is user undefined?,fast,0.6845,430
Why is user undefined?,balanced,0.9569,430
Why is user undefined?,powerful,0.6706,430
How does logging handle {scenario}?,fast,0.5013,544
How does logging handle {scenario}?,balanced,0.918,544
How does logging handle {scenario}?,powerful,0.5683,544
Rebase my branch on main,fast,0.6232,328
Rebase my branch on main,balanced,0.8809,328
Rebase my branch on main,powerful,0.6074,328
Mark step 10 as complete,fast,0.5481,314
Mark step 10 as complete,balanced,0.9186,314
Mark step 10 as complete,powerful,0.5861,314
Split this file into smaller modules,fast,0.7434,239
Split this file into smaller modules,balanced,0.9035,239
Split this file into smaller modules,powerful,0.6446,239
Explain this error: TypeError,fast,0.6541,567
Explain this error: TypeError,balanced,0.9656,567
Explain this error: TypeError,powerful,0.6767,567
Why do we use decorator here?,fast,0.6513,454
Why do we use decorator here?,balanced,0.8502,454
Why do we use decorator here?,powerful,0.5287,454
Show me the current plan,fast,0.5478,348
Show me the current plan,balanced,0.8829,348
Show me the current plan,powerful,0.532,348
Cherry-pick commit abc123 to develop,fast,0.5331,616
Cherry-pick commit abc123 to develop,balanced,0.8552,616
Cherry-pick commit abc123 to develop,powerful,0.7495,616
Write tests for cache layer,fast,0.518,265
Write tests for cache layer,balanced,0.9013,265
Write tests for cache layer,powerful,0.7413,265
Create an endpoint for users,fast,0.6436,400
Create an endpoint for users,balanced,0.9347,400
Create an endpoint for users,powerful,0.6793,400
Create a Python function that manages sessions,fast,0.5267,346
Create a Python function that manages sessions,balanced,0.8768,346
Create a Python function that manages sessions,powerful,0.5361,346
Find the bug in this code: for item in items: process(item),fast,0.5813,365
Find the bug in this code: for item in items: process(item),balanced,0.9034,365
Find the bug in this code: for item in items: process(item),powerful,0.6649,365
Create an endpoint for sessions,fast,0.6658,308
Create an endpoint for sessions,balanced,0.9615,308
Create an endpoint for sessions,powerful,0.5365,308
Extract this into a separate function,fast,0.5883,278
Extract this into a separate function,balanced,0.9631,278
Extract this into a separate function,powerful,0.7145,278
Walk me through the {process},fast,0.6225,250
Walk me through the {process},balanced,0.9734,250
Walk me through the {process},powerful,0.6094,250
Why do we use factory here?,fast,0.6083,585
Why do we use factory here?,balanced,0.8706,585
Why do we use factory here?,powerful,0.6953,585
Add validation to /api/agents,fast,0.6311,390
Add validation to /api/agents,balanced,0.8765,390
Add validation to /api/agents,powerful,0.5276,390
Write a SQL query to validate input,fast,0.5709,475
Write a SQL query to validate input,balanced,0.873,475
Write a SQL query to validate input,powerful,0.6923,475
Create a test fixture for Memory,fast,0.5163,335
Create a test fixture for Memory,balanced,0.9091,335
Create a test fixture for Memory,powerful,0.5758,335
What does this code do: def process(x): return x * 2,fast,0.5502,410
What does this code do: def process(x): return x * 2,balanced,0.9623,410
What does this code do: def process(x): return x * 2,powerful,0.7099,410
Extract this into a separate function,fast,0.5674,278
Extract this into a separate function,balanced,0.9124,278
Extract this into a separate function,powerful,0.6095,278
"The /api/users returns 500, help me debug",fast,0.6953,291
"The /api/users returns 500, help me debug",balanced,0.9339,291
"The /api/users returns 500, help me debug",powerful,0.5961,291
What do you remember about database schema?,fast,0.6605,501
What do you remember about database schema?,balanced,0.8688,501
What do you remember about database schema?,powerful,0.5669,501
Add a new route for ./services,fast,0.6725,332
Add a new route for ./services,balanced,0.8853,332
Add a new route for ./services,powerful,0.6646,332
Add authentication to /health,fast,0.5051,318
Add authentication to /health,balanced,0.9237,318
Add authentication to /health,powerful,0.7212,318
How does rate limiting handle {scenario}?,fast,0.563,566
How does rate limiting handle {scenario}?,balanced,0.8818,566
How does rate limiting handle {scenario}?,powerful,0.7394,566
Search memory for performance optimizations,fast,0.6436,281
Search memory for performance optimizations,balanced,0.9702,281
Search memory for performance optimizations,powerful,0.7305,281
Deploy to production,fast,0.5373,375
Deploy to production,balanced,0.8525,375
Deploy to production,powerful,0.6921,375
What do you remember about deployment process?,fast,0.642,279
What do you remember about deployment process?,balanced,0.8502,279
What do you remember about deployment process?,powerful,0.5484,279
Help me fix this bug in requirements.txt,fast,0.5766,399
Help me fix this bug in requirements.txt,balanced,0.9493,399
Help me fix this bug in requirements.txt,powerful,0.5628,399
Explain this error: ValidationError,fast,0.5499,556
Explain this error: ValidationError,balanced,0.9023,556
Explain this error: ValidationError,powerful,0.7105,556
Update the plan to include update documentation,fast,0.641,351
Update the plan to include update documentation,balanced,0.8625,351
Update the plan to include update documentation,powerful,0.618,351
Squash the last 3 commits,fast,0.5812,447
Squash the last 3 commits,balanced,0.9615,447
Squash the last 3 commits,powerful,0.5892,447
How does monitoring handle {scenario}?,fast,0.5834,277
How does monitoring handle {scenario}?,balanced,0.8796,277
How does monitoring handle {scenario}?,powerful,0.7394,277
Implement pagination in Python,fast,0.5258,617
Implement pagination in Python,balanced,0.9665,617
Implement pagination in Python,powerful,0.5578,617
Write tests for router,fast,0.6168,458
Write tests for router,balanced,0.9195,458
Write tests for router,powerful,0.6847,458
Help me fix this bug in requirements.txt,fast,0.7474,399
Help me fix this bug in requirements.txt,balanced,0.9213,399
Help me fix this bug in requirements.txt,powerful,0.6796,399
What does this code do: const data = await api.get(),fast,0.5536,296
What does this code do: const data = await api.get(),balanced,0.8982,296
What does this code do: const data = await api.get(),powerful,0.5092,296
Create a Python function that manages sessions,fast,0.5301,346
Create a Python function that manages sessions,balanced,0.8865,346
Create a Python function that manages sessions,powerful,0.6472,346
Add comments explaining the routing logic,fast,0.5234,253
Add comments explaining the routing logic,balanced,0.9701,253
Add comments explaining the routing logic,powerful,0.6529,253
Why is task queue throwing ValidationError?,fast,0.6342,407
Why is task queue throwing ValidationError?,balanced,0.9318,407
Why is task queue throwing ValidationError?,powerful,0.6902,407
Write tests for websocket handler,fast,0.6722,325
Write tests for websocket handler,balanced,0.9203,325
Write tests for websocket handler,powerful,0.6643,325
Write a function to cache results,fast,0.7043,305
Write a function to cache results,balanced,0.8781,305
Write a function to cache results,powerful,0.603,305
Join users with orders on created_at,fast,0.7312,309
Join users with orders on created_at,balanced,0.8861,309
Join users with orders on created_at,powerful,0.6068,309
Update the {config} file to add status column,fast,0.6883,465
Update the {config} file to add status column,balanced,0.9223,465
Update the {config} file to add status column,powerful,0.5411,465
Debug this issue: handles user authentication,fast,0.6668,310
Debug this issue: handles user authentication,balanced,0.875,310
Debug this issue: handles user authentication,powerful,0.7056,310
Explain the difference between {a} and {b},fast,0.6844,303
Explain the difference between {a} and {b},balanced,0.9452,303
Explain the difference between {a} and {b},powerful,0.549,303
Create a branch for caching,fast,0.5332,338
Create a branch for caching,balanced,0.9099,338
Create a branch for caching,powerful,0.6654,338
What does this code do: const data = await api.get(),fast,0.5336,296
What does this code do: const data = await api.get(),balanced,0.8653,296
What does this code do: const data = await api.get(),powerful,0.7281,296
Create a branch for rate limiting,fast,0.6568,606
Create a branch for rate limiting,balanced,0.9644,606
Create a branch for rate limiting,powerful,0.5749,606
Document the GraphQL endpoint,fast,0.672,288
Document the GraphQL endpoint,balanced,0.9584,288
Document the GraphQL endpoint,powerful,0.5398,288
Rename processData to processUserData,fast,0.5936,618
Rename processData to processUserData,balanced,0.9193,618
Rename processData to processUserData,powerful,0.6711,618
Convert this callback to async/await,fast,0.5271,228
Convert this callback to async/await,balanced,0.9494,228
Convert this callback to async/await,powerful,0.5529,228
Commit these changes with a good message,fast,0.6038,234
Commit these changes with a good message,balanced,0.9065,234
Commit these changes with a good message,powerful,0.6749,234
Merge feature/auth into staging,fast,0.6301,613
Merge feature/auth into staging,balanced,0.9221,613
Merge feature/auth into staging,powerful,0.6693,613
Show me the current plan,fast,0.7247,348
Show me the current plan,balanced,0.9692,348
Show me the current plan,powerful,0.7461,348
Add comments explaining the routing logic,fast,0.7072,253
Add comments explaining the routing logic,balanced,0.9273,253
Add comments explaining the routing logic,powerful,0.6651,253
Explain how websocket handler works,fast,0.6062,570
Explain how websocket handler works,balanced,0.9294,570
Explain how websocket handler works,powerful,0.6987,570
Create an endpoint for memories,fast,0.5651,573
Create an endpoint for memories,balanced,0.8778,573
Create an endpoint for memories,powerful,0.6834,573
Implement caching in Rust,fast,0.5739,619
Implement caching in Rust,balanced,0.9504,619
Implement caching in Rust,powerful,0.6162,619
Why is auth service throwing NullPointerException?,fast,0.6992,537
Why is auth service throwing NullPointerException?,balanced,0.8665,537
Why is auth service throwing NullPointerException?,powerful,0.5134,537
Add a health check to api,fast,0.64,435
Add a health check to api,balanced,0.9013,435
Add a health check to api,powerful,0.6624,435
"The /api/users returns 500, help me debug",fast,0.6295,291
"The /api/users returns 500, help me debug",balanced,0.9201,291
"The /api/users returns 500, help me debug",powerful,0.558,291
Why is user undefined?,fast,0.727,430
Why is user undefined?,balanced,0.9161,430
Why is user undefined?,powerful,0.6517,430
Write a migration script to validate input,fast,0.6348,498
Write a migration script to validate input,balanced,0.8609,498
Write a migration script to validate input,powerful,0.6313,498
Why is task queue throwing ConnectionError?,fast,0.583,428
Why is task queue throwing ConnectionError?,balanced,0.8677,428
Why is task queue throwing ConnectionError?,powerful,0.5446,428
Add docstrings to utils,fast,0.7126,460
Add docstrings to utils,balanced,0.8767,460
Add docstrings to utils,powerful,0.7007,460
What does this code do: const data = await api.get(),fast,0.6591,296
What does this code do: const data = await api.get(),balanced,0.9173,296
